Province,City,"Plate Number",Price,Status
KPK,Haripur,LQA-899,1624,Available
KPK,Charsadda,MJS-409,3677,Available
KPK,Abbottabad,FNS-529,1850,Available
KPK,Bannu,LLR-188,2369,Available
KPK,Abbottabad,OAR-187,3619,Available
KPK,Kohat,SNJ-705,1611,Available
KPK,Peshawar,KOQ-142,3677,Available
KPK,Swat,AHK-730,1697,Available
KPK,Abbottabad,EOD-652,3682,Available
KPK,Haripur,HID-532,3987,Available
KPK,Charsadda,DFE-887,1222,Available
KPK,Peshawar,PCI-388,1002,Available
KPK,Charsadda,LDL-531,1496,Available
KPK,Abbottabad,ECI-551,2913,Available
KPK,Abbottabad,MFC-688,1276,Available
KPK,Charsadda,SHK-293,2524,Available
KPK,Kohat,AGS-870,3942,Available
KPK,Abbottabad,BJI-248,1639,Available
KPK,Mardan,HFD-863,3511,Available
KPK,Abbottabad,CDD-231,3061,Available
KPK,Swat,APQ-184,2312,Available
KPK,Mardan,ASA-736,2202,Available
KPK,Abbottabad,LSS-821,2659,Available
KPK,Peshawar,RLC-135,1701,Available
KPK,Mardan,HIA-533,3327,Available
KPK,Peshawar,PCG-375,2598,Available
KPK,"Dera Ismail Khan",NMM-556,1127,Available
KPK,Kohat,IIQ-701,2535,Available
KPK,Peshawar,JOO-956,2190,Available
KPK,Kohat,ATN-917,1188,Available
KPK,Swat,DEH-237,2803,Available
KPK,Kohat,MML-826,2054,Available
KPK,Abbottabad,ISI-162,3659,Available
KPK,Kohat,NDN-320,2251,Available
KPK,Charsadda,GGG-699,2605,Available
KPK,Swat,ASQ-625,2460,Available
KPK,"Dera Ismail Khan",EMF-933,2753,Available
KPK,Bannu,OHN-255,3900,Available
KPK,Kohat,OAO-485,2668,Available
KPK,Kohat,CBM-436,3219,Available
KPK,Haripur,QHO-719,2152,Available
KPK,Peshawar,CPA-370,3019,Available
KPK,Kohat,DAH-167,2778,Available
KPK,"Dera Ismail Khan",SEF-330,3976,Available
KPK,Haripur,EIT-387,2637,Available
KPK,Kohat,SDN-307,3170,Available
KPK,Swat,TKF-431,3852,Available
KPK,Peshawar,NES-497,1876,Available
KPK,Abbottabad,LQN-513,3022,Available
KPK,Abbottabad,CSE-688,3635,Available
KPK,Abbottabad,JKI-398,2847,Available
KPK,Bannu,LAK-315,1409,Available
KPK,Kohat,OGI-954,3577,Available
KPK,Bannu,RST-898,1393,Available
KPK,Kohat,FHA-639,1203,Available
KPK,"Dera Ismail Khan",HOE-541,1937,Available
KPK,Mardan,ITR-859,1032,Available
KPK,Swat,GBC-766,2948,Available
KPK,Mardan,JHO-455,2496,Available
KPK,Abbottabad,CNQ-792,3260,Available
KPK,Abbottabad,RIK-383,2205,Available
KPK,"Dera Ismail Khan",LIS-776,3386,Available
KPK,Abbottabad,MHR-599,1097,Available
KPK,Abbottabad,DOF-832,2790,Available
KPK,"Dera Ismail Khan",DNA-625,2038,Available
KPK,Charsadda,OGJ-714,2704,Available
KPK,Haripur,SHT-538,2913,Available
