Balochistan,Khuzdar,OSW-150,2293,Available
Balochistan,Sibi,FIH-384,1774,Available
Punjab,Lahore,OEC-701,4177,Available
Sindh,Mirpur Khas,XRR-453,4078,Available
Balochistan,Gwadar,CVA-998,4867,Available
Sindh,Sukkur,QTG-505,4554,Available
Punjab,Multan,LFQ-826,4072,Available
Balochistan,Khuzdar,EDH-407,4757,Available
Punjab,Lahore,TYG-865,1246,Available
Punjab,Rawalpindi,VDY-578,3384,Available
KPK,Kohat,UKZ-296,2004,Available
Sindh,Sukkur,IRH-499,2818,Available
Sindh,Karachi,WHF-653,2031,Available
Punjab,Gujranwala,AAI-417,2292,Available
Balochistan,Turbat,KIP-143,4254,Available
Punjab,Gujranwala,VUK-260,4691,Available
Punjab,Multan,CWN-556,2149,Available
Punjab,Rawalpindi,ZYO-998,4694,Available
Sindh,Sukkur,SAW-611,1974,Available
Balochistan,Gwadar,ARD-177,2554,Available
Sindh,Karachi,JYQ-647,3585,Available
Balochistan,Quetta,NFJ-987,1279,Available
KPK,Peshawar,GVF-476,1147,Available
Balochistan,Gwadar,SLC-630,2558,Available
Sindh,Larkana,JPG-489,3390,Available
KPK,Peshawar,UXU-584,4953,Available
KPK,Abbottabad,XPN-649,1668,Available
Sindh,Karachi,SKR-542,4960,Available
Balochistan,Turbat,ECR-730,3955,Available
Punjab,Multan,LCS-865,3104,Available
Sindh,Karachi,PZP-353,3594,Available
Sindh,Mirpur Khas,WWG-302,1636,Available
Balochistan,Sibi,JLG-271,3329,Available
Punjab,Multan,DSQ-676,4817,Available
Punjab,Lahore,CFT-832,3871,Available
Sindh,Hyderabad,MVH-527,4421,Available
Sindh,Mirpur Khas,RWI-436,1759,Available
KPK,Mardan,CTO-365,4087,Available
Punjab,Multan,VFK-305,4916,Available
Punjab,Lahore,UAM-879,3516,Available
Punjab,Lahore,NYE-535,1873,Available
Punjab,Lahore,WTG-908,3707,Available
Sindh,Sukkur,YSW-396,4583,Available
Punjab,Lahore,USJ-116,4736,Available
Punjab,Lahore,AIR-617,1125,Available
Punjab,Lahore,OII-399,4029,Available
Balochistan,Khuzdar,WTY-580,1128,Available
Punjab,Faisalabad,GJY-127,1887,Available
Punjab,Faisalabad,GTC-234,2141,Available
KPK,Mardan,TYL-538,3307,Available
Punjab,Faisalabad,EKK-671,1175,Available
KPK,Peshawar,MLS-694,1890,Available
Punjab,Gujranwala,NQT-173,3946,Available
Balochistan,Quetta,CFO-389,3139,Available
Balochistan,Gwadar,AZY-299,1510,Available
Balochistan,Khuzdar,JGM-210,1453,Available
Punjab,Multan,NOF-138,3136,Available
Punjab,Rawalpindi,SRK-873,1818,Available
KPK,Swat,KZH-935,2520,Available
KPK,Abbottabad,CTT-228,1940,Available
Punjab,Rawalpindi,FFW-390,1006,Available
KPK,Peshawar,QTD-622,3167,Available
Punjab,Lahore,OJZ-754,1540,Available
KPK,Peshawar,EUJ-874,1608,Available
Punjab,Multan,KSE-964,1422,Available
Balochistan,Sibi,MTR-774,1375,Available
Punjab,Lahore,GVD-778,3957,Available
Sindh,Hyderabad,ECS-687,1747,Available
Balochistan,Gwadar,QJZ-804,2163,Available
Punjab,Multan,MJT-902,1752,Available
KPK,Kohat,XZI-840,2716,Available
KPK,Kohat,WXL-356,3309,Available
Punjab,Lahore,HHV-927,4449,Available
KPK,Kohat,QPN-662,1539,Available
Balochistan,Turbat,LDP-943,1572,Available
KPK,Mardan,GQN-438,3550,Available
KPK,Abbottabad,RGU-218,1586,Available
Punjab,Faisalabad,UZJ-500,2820,Available
Sindh,Karachi,KBS-304,2920,Available
Punjab,Gujranwala,XXC-284,3127,Available
KPK,Peshawar,MVH-791,4349,Available
KPK,Peshawar,NNK-283,2374,Available
Punjab,Rawalpindi,INB-863,3458,Available
Punjab,Lahore,TZE-384,3798,Available
Punjab,Rawalpindi,QCM-734,1398,Available
KPK,Abbottabad,ULA-572,3905,Available
KPK,Mardan,HNA-315,2209,Available
Sindh,Hyderabad,GRI-339,2883,Available
KPK,Kohat,FKC-829,3969,Available
Punjab,Faisalabad,BCO-662,3137,Available
Punjab,Lahore,GNC-463,1478,Available
KPK,Kohat,MSN-508,3343,Available
Punjab,Lahore,UJD-732,3268,Available
Punjab,Lahore,VJO-373,4107,Available
Balochistan,Khuzdar,FZM-591,1512,Available
Balochistan,Khuzdar,OQB-178,4420,Available
KPK,Peshawar,NFD-783,4608,Available
Balochistan,Gwadar,JXJ-883,4550,Available
Punjab,Lahore,MFY-177,1528,Available
Punjab,Lahore,HMV-640,1899,Available
Balochistan,Khuzdar,FTL-855,1632,Available
Punjab,Gujranwala,CWL-935,2628,Available
Punjab,Lahore,NGK-209,1272,Available
Punjab,Lahore,DHA-152,1371,Available
Punjab,Lahore,ZCB-683,2940,Available
KPK,Mardan,UAZ-941,2267,Available
Punjab,Rawalpindi,HML-848,1724,Available
Balochistan,Sibi,YPK-524,3947,Available
Balochistan,Khuzdar,DRU-536,2438,Available
Sindh,Larkana,PIH-781,2130,Available
Punjab,Lahore,YHJ-316,1876,Available
Punjab,Lahore,ALS-920,4425,Available
Balochistan,Gwadar,RKS-375,3527,Available
Punjab,Lahore,DOP-615,3893,Available
Punjab,Lahore,LBR-703,3629,Available
Balochistan,Quetta,RDX-410,3819,Available
KPK,Swat,XCD-761,3413,Available
Balochistan,Khuzdar,LEG-797,2066,Available
Sindh,Larkana,URA-324,1179,Available
KPK,Kohat,HTX-663,4511,Available
KPK,Mardan,SDT-309,1301,Available
Punjab,Multan,IGP-154,2928,Available
Punjab,Lahore,ALM-536,1352,Available
Punjab,Gujranwala,ZTN-510,1968,Available
KPK,Mardan,DNB-635,3024,Available
Punjab,Lahore,BXV-996,1022,Available
KPK,Peshawar,BFS-545,3229,Available
KPK,Kohat,DCU-570,3354,Available
KPK,Peshawar,JCT-630,3520,Available
Punjab,Lahore,RUH-917,4437,Available
KPK,Swat,GGN-644,1117,Available
Punjab,Lahore,BGA-215,4490,Available
Balochistan,Quetta,DSF-106,1907,Available
Punjab,Rawalpindi,YLJ-135,1627,Available
Sindh,Mirpur Khas,QHG-932,2977,Available
Balochistan,Gwadar,ARN-650,3715,Available
Sindh,Larkana,FNL-759,3797,Available
Punjab,Rawalpindi,DPW-284,3112,Available
Sindh,Larkana,LCO-969,3796,Available
Balochistan,Turbat,IMP-757,3754,Available
Sindh,Larkana,YGA-467,1363,Available
Punjab,Multan,VFJ-569,2030,Available
Punjab,Lahore,ANY-897,2809,Available
Sindh,Larkana,GPX-911,4296,Available
Punjab,Lahore,OWX-452,2722,Available
Punjab,Rawalpindi,ZMZ-984,1609,Available
Balochistan,Gwadar,FNL-532,3188,Available
