Province,City,"Plate Number",Price,Status
Sindh,Hyderabad,MOF-926,2453,Available
Sindh,Karachi,CTL-993,2141,Available
Sindh,Nawabshah,IAQ-874,3409,Available
Sindh,Dadu,AOP-677,1914,Available
Sindh,Larkana,OQN-835,1346,Available
Sindh,Larkana,BSQ-373,1886,Available
Sindh,Sukkur,TDM-430,1887,Available
Sindh,Larkana,TMI-755,3703,Available
Sindh,Khairpur,RKI-188,2315,Available
Sindh,Karachi,HBI-802,3311,Available
Sindh,Nawabshah,FLQ-116,2768,Available
Sindh,Nawabshah,NBR-932,1949,Available
Sindh,Nawabshah,ARN-286,2437,Available
Sindh,Nawabshah,CMN-143,1670,Available
Sindh,Hyderabad,ISI-559,1871,Available
Sindh,Larkana,QRK-373,2549,Available
Sindh,Nawabshah,GIR-582,2495,Available
