Province,City,"Plate Number",Price,Status
Sindh,Karachi,NPQ-658,3488,Available
Sindh,Karachi,EAT-478,1380,Available
Sindh,Dadu,MEL-181,1453,Available
Sindh,Thatta,BLI-296,2210,Available
Sindh,Karachi,ATS-579,3450,Available
Punjab,Sailkot,SMG-579,2620,Available
Punjab,Gujranwala,BGM-950,3033,Available
Punjab,Sahiwal,LMQ-788,2399,Available
Punjab,Sahiwal,DOJ-221,3558,Available
Punjab,Rawalpindi,FNA-689,2695,Available
Balochistan,Khuzdar,GOE-220,2762,Available
Balochistan,Zhob,AQM-596,3492,Available
Balochistan,Hub,QTH-277,3020,Available
Balochistan,Loralai,QJG-423,1258,Available
Balochistan,Sibi,EGP-499,2026,Available
KPK,Mardan,CPL-985,2458,Available
KPK,Swat,TET-537,2059,Available
KPK,Kohat,FSQ-929,1677,Available
KPK,Haripur,PMN-210,1157,Available
KPK,Charsadda,JAP-843,1297,Available
