Province,City,"Plate Number",Price,Status
Sindh,"Mirpur Khas",IFG-102,1570,Available
Sindh,Thatta,ITG-132,3739,Available
Sindh,Thatta,TNN-938,1346,Available
Sindh,Sukkur,QAA-118,3364,Available
Sindh,Sukkur,HDE-861,1552,Available
Sindh,Karachi,HJT-139,3600,Available
Sindh,Thatta,MRJ-729,2419,Available
Sindh,Khairpur,TQB-927,3761,Available
Sindh,Nawabshah,GHR-365,2845,Available
Sindh,Dadu,LSD-638,3264,Available
Sindh,Sukkur,AKN-615,1820,Available
Sindh,Hyderabad,PTN-751,1410,Available
Punjab,Sargodha,SLC-650,3201,Available
Punjab,Gujranwala,DCL-733,3698,Available
Punjab,Gujranwala,MKJ-579,2369,Available
Punjab,Lahore,SDK-440,2432,Available
Punjab,Gujranwala,DBL-725,1542,Available
Punjab,Rawalpindi,OSA-378,3779,Available
Punjab,Multan,CLT-215,2152,Available
Punjab,Sailkot,RSD-255,2673,Available
Punjab,Sargodha,ICS-525,2010,Available
Punjab,Sahiwal,RRJ-449,2933,Available
Punjab,Gujranwala,BEI-512,2426,Available
Punjab,Bahawalpur,GJE-420,1458,Available
Balochistan,Hub,JIB-108,3181,Available
Balochistan,Sibi,AEE-972,2175,Available
Balochistan,Gwadar,KEC-590,2176,Available
Balochistan,Gwadar,QCK-625,2303,Available
Balochistan,Hub,CCG-974,3409,Available
Balochistan,Khuzdar,IGI-830,1278,Available
Balochistan,Khuzdar,PIF-131,3911,Available
Balochistan,Gwadar,EPB-213,2744,Available
Balochistan,Gwadar,QSE-225,3350,Available
Balochistan,Quetta,ITE-965,2713,Available
Balochistan,Loralai,MBN-477,2429,Available
Balochistan,Zhob,CDL-411,2478,Available
KPK,Haripur,SJN-634,2520,Available
KPK,Charsadda,KBD-594,2219,Available
KPK,Haripur,DIM-181,1560,Available
KPK,Mardan,OBM-628,3987,Available
KPK,Haripur,HOI-493,2146,Available
KPK,Haripur,SPI-780,2198,Available
KPK,Charsadda,NNF-519,3041,Available
KPK,Kohat,LGT-800,2215,Available
KPK,Haripur,JHP-857,2847,Available
KPK,Swat,CFS-708,2879,Available
KPK,Charsadda,FAH-569,3680,Available
KPK,Kohat,ERG-601,3792,Available
