Province,City,"Plate Number",Price,Status
Punjab,Sailkot,FLG-722,3597,Available
Punjab,Multan,LGP-214,1741,Available
Punjab,Faisalabad,LIO-426,1034,Available
Punjab,Faisalabad,GPP-520,1434,Available
Punjab,Sailkot,RHI-740,1575,Available
Punjab,Faisalabad,OSM-878,1706,Available
Punjab,Lahore,MTH-271,2406,Available
Punjab,Faisalabad,SAH-897,3879,Available
Punjab,Sargodha,DRM-828,3499,Available
Punjab,Bahawalpur,IOS-254,2613,Available
Punjab,Faisalabad,QID-570,2904,Available
Punjab,Lahore,TLS-983,2529,Available
Punjab,Sahiwal,QQS-851,3741,Available
Punjab,Multan,ROO-297,1105,Available
Punjab,Gujranwala,GJS-658,2306,Available
Punjab,Sahiwal,ETC-647,1136,Available
Punjab,Sahiwal,GEB-394,1121,Available
Punjab,Sahiwal,JLM-288,3281,Available
Punjab,Sargodha,RRS-924,2936,Available
Punjab,Sahiwal,RQS-221,3057,Available
Punjab,Sargodha,PPK-404,2627,Available
Punjab,Sahiwal,DLQ-512,1272,Available
Punjab,Sailkot,QGJ-749,3136,Available
Punjab,Gujranwala,DEE-470,2094,Available
Punjab,Sahiwal,IFL-419,3461,Available
Punjab,Sargodha,TJI-261,3864,Available
Punjab,Gujranwala,IHF-132,3975,Available
Punjab,Lahore,LAI-582,2769,Available
Punjab,Faisalabad,KCG-649,2169,Available
Punjab,Gujranwala,JTJ-490,1634,Available
Punjab,Rawalpindi,INC-844,3468,Available
Punjab,Gujranwala,PSH-848,3600,Available
Punjab,Sahiwal,BQT-270,2046,Available
Punjab,Lahore,ATT-786,1404,Available
Punjab,Faisalabad,JCP-151,2052,Available
Punjab,Sahiwal,HSO-590,2641,Available
Punjab,Faisalabad,KOI-161,3345,Available
Punjab,Sargodha,AHI-447,3444,Available
Punjab,Multan,RTA-322,2227,Available
Punjab,Faisalabad,SOH-265,3728,Available
Punjab,Sailkot,JNI-155,3781,Available
Punjab,Multan,TNH-820,1401,Available
Punjab,Faisalabad,LSN-272,3405,Available
Punjab,Bahawalpur,TAS-496,3176,Available
Punjab,Gujranwala,MOK-544,3159,Available
Punjab,Sahiwal,GBH-329,1793,Available
Punjab,Bahawalpur,QIF-547,1120,Available
Punjab,Bahawalpur,OKG-167,2714,Available
Punjab,Bahawalpur,DEM-747,3506,Available
Punjab,Sailkot,ONO-239,3302,Available
Punjab,Gujranwala,EEJ-241,2459,Available
Punjab,Sargodha,SQK-578,2606,Available
Punjab,Bahawalpur,NOQ-609,3575,Available
Punjab,Bahawalpur,JPE-406,1874,Available
Punjab,Lahore,HGF-407,3164,Available
Punjab,Sargodha,NRK-669,1285,Available
Punjab,Rawalpindi,PNM-259,3255,Available
Punjab,Rawalpindi,ARB-128,2095,Available
Punjab,Faisalabad,CJP-385,2598,Available
Punjab,Rawalpindi,QFB-919,2351,Available
Punjab,Sahiwal,ISQ-131,1917,Available
Punjab,Lahore,DNL-798,1212,Available
Punjab,Rawalpindi,RSH-645,1841,Available
Punjab,Sailkot,LGE-604,2274,Available
Punjab,Multan,CLL-173,2781,Available
Punjab,Lahore,QME-522,3676,Available
Punjab,Sailkot,SMH-833,3990,Available
Punjab,Multan,MHE-306,3152,Available
Punjab,Sargodha,HDQ-588,3293,Available
Punjab,Sargodha,MRN-450,1607,Available
Punjab,Multan,APN-832,3135,Available
Punjab,Multan,FJO-115,2170,Available
Punjab,Sailkot,IBA-310,3343,Available
Punjab,Sargodha,QSO-798,2653,Available
Punjab,Sahiwal,AOK-754,3080,Available
Punjab,Faisalabad,OMS-888,3841,Available
Punjab,Rawalpindi,DBR-750,3576,Available
Punjab,Bahawalpur,FMS-346,3837,Available
Punjab,Gujranwala,LGK-644,1009,Available
Punjab,Gujranwala,HGN-267,1750,Available
Punjab,Rawalpindi,NSG-632,1782,Available
Punjab,Rawalpindi,PMJ-806,3422,Available
Punjab,Sahiwal,RSS-740,1630,Available
Punjab,Sailkot,PSH-351,1628,Available
Punjab,Multan,JMO-465,1932,Available
Punjab,Sargodha,FBH-744,2508,Available
Punjab,Sargodha,DRQ-356,3846,Available
Punjab,Sailkot,MTR-365,2462,Available
Punjab,Sailkot,LCA-778,3144,Available
Punjab,Sahiwal,BMB-300,3463,Available
Punjab,Bahawalpur,GHB-834,3327,Available
Punjab,Lahore,ITO-613,1729,Available
Punjab,Faisalabad,GOK-312,3665,Available
Punjab,Sailkot,GEE-993,2411,Available
Punjab,Gujranwala,NTJ-869,3243,Available
Punjab,Multan,CHT-750,1862,Available
Punjab,Lahore,MFA-979,3171,Available
Punjab,Rawalpindi,OKS-589,2606,Available
Punjab,Lahore,QGP-246,3286,Available
Punjab,Bahawalpur,RET-192,2476,Available
