Province,City,"Plate Number",Price,Status
Sindh,Nawabshah,PLM-992,2591,Available
Sindh,Khairpur,IAC-721,1165,Available
Sindh,Nawabshah,AMQ-558,2739,Available
Sindh,Sukkur,DEP-728,2625,Available
Sindh,"Mirpur Khas",QTE-415,2776,Available
Sindh,Thatta,TAM-329,3018,Available
Sindh,Sukkur,PPA-338,1256,Available
Sindh,Thatta,BNN-496,1501,Available
Sindh,Khairpur,MBT-902,2095,Available
Sindh,Nawabshah,FPC-413,1380,Available
Sindh,Thatta,QMK-662,1440,Available
Sindh,Hyderabad,QCD-963,1931,Available
Sindh,Hyderabad,RJM-652,2405,Available
Sindh,Larkana,DOA-114,1655,Available
Sindh,Khairpur,BLC-838,1390,Available
Sindh,Hyderabad,DPR-717,3194,Available
Sindh,Thatta,IAL-457,2257,Available
Sindh,Karachi,FNS-676,2159,Available
Sindh,Thatta,OTH-995,1993,Available
Sindh,Hyderabad,AQE-533,2901,Available
Sindh,"Mirpur Khas",BRJ-928,2734,Available
Sindh,Larkana,PNG-608,1700,Available
Sindh,Karachi,ITJ-280,2750,Available
Sindh,Karachi,MNT-207,2867,Available
Sindh,Nawabshah,GJO-643,1404,Available
Sindh,Larkana,QAD-378,3481,Available
Sindh,Nawabshah,HEF-484,3147,Available
Sindh,Hyderabad,SCH-747,2308,Available
Sindh,Hyderabad,JDI-875,3324,Available
Sindh,Khairpur,FIH-626,2304,Available
Sindh,Thatta,NLR-655,3517,Available
Sindh,Thatta,LCC-371,3507,Available
Sindh,Khairpur,NQO-340,2114,Available
Sindh,Hyderabad,NRA-494,3246,Available
Sindh,Sukkur,BDC-126,2562,Available
Sindh,Nawabshah,TTS-669,2586,Available
Sindh,Hyderabad,LFF-832,3306,Available
Sindh,Dadu,TMH-911,2976,Available
Sindh,Sukkur,BPL-702,3688,Available
Sindh,Hyderabad,EDE-245,2669,Available
Sindh,Khairpur,SQA-542,2284,Available
Sindh,Hyderabad,SFQ-704,3894,Available
Sindh,Dadu,LJQ-872,2052,Available
Sindh,Karachi,RQF-223,1146,Available
Sindh,Nawabshah,IJE-259,3889,Available
Sindh,Dadu,RJI-138,2254,Available
Sindh,Nawabshah,MCH-563,3808,Available
Sindh,Sukkur,GAQ-824,3804,Available
Sindh,Nawabshah,SNB-483,1580,Available
Sindh,Larkana,MDB-839,1548,Available
Sindh,Karachi,RPK-449,3818,Available
Sindh,Thatta,PGJ-734,2468,Available
Sindh,Dadu,GTJ-545,3386,Available
Sindh,Dadu,FNH-805,2101,Available
Sindh,Dadu,SFJ-413,3508,Available
Sindh,"Mirpur Khas",HHR-731,2726,Available
Sindh,Karachi,ABP-475,1213,Available
Sindh,Khairpur,QET-440,3901,Available
Sindh,Dadu,PSH-804,2302,Available
Sindh,Dadu,FFE-765,2452,Available
Sindh,Khairpur,GKJ-953,2837,Available
Sindh,Nawabshah,JLT-976,2285,Available
Sindh,Sukkur,FTG-284,2168,Available
Sindh,Larkana,EJS-566,2753,Available
Sindh,"Mirpur Khas",FMF-693,2319,Available
Sindh,Sukkur,RKQ-252,1115,Available
Sindh,Nawabshah,MMG-682,3450,Available
Sindh,Karachi,DCQ-910,1773,Available
Sindh,Thatta,SLK-848,3470,Available
Sindh,Hyderabad,BJA-774,1158,Available
Sindh,Thatta,GSH-511,3490,Available
Sindh,Khairpur,CKE-987,3205,Available
Sindh,Karachi,QBD-156,2914,Available
Sindh,Hyderabad,PJI-210,3398,Available
Sindh,Sukkur,ACS-743,2987,Available
Sindh,Hyderabad,QFE-567,3178,Available
Sindh,Larkana,DSP-469,2687,Available
Sindh,Hyderabad,MIO-173,2599,Available
Sindh,"Mirpur Khas",PAM-670,1830,Available
Sindh,Hyderabad,BDJ-635,1653,Available
Sindh,Larkana,AJD-572,3932,Available
Sindh,Larkana,AEG-339,2142,Available
Sindh,"Mirpur Khas",NES-201,2269,Available
Sindh,Khairpur,HQP-765,3710,Available
Sindh,Nawabshah,JCR-377,3676,Available
Sindh,Dadu,QSF-975,1033,Available
Sindh,Dadu,STT-820,2591,Available
Sindh,Karachi,GFB-293,2956,Available
Sindh,Nawabshah,OQL-458,2497,Available
Sindh,Thatta,FAD-193,2647,Available
Sindh,Larkana,LGR-338,1246,Available
Sindh,Hyderabad,GDA-727,3680,Available
Sindh,Karachi,PEJ-830,1443,Available
Sindh,Dadu,RQA-698,1253,Available
Sindh,Larkana,ESR-399,3047,Available
Sindh,Karachi,HAK-184,3064,Available
Sindh,Khairpur,DNN-684,1613,Available
Sindh,Nawabshah,LAD-213,1937,Available
Sindh,Larkana,EKF-799,2014,Available
Sindh,Thatta,CBQ-866,1754,Available
