Province,City,"Plate Number",Price,Status
Balochistan,Hub,ORD-299,1208,Available
Balochistan,Quetta,OIF-799,2645,Available
Balochistan,Zhob,HAK-625,3096,Available
Balochistan,Zhob,FBF-961,1780,Available
Balochistan,Sibi,NIR-764,2196,Available
Balochistan,Khuzdar,STO-552,2675,Available
Balochistan,Khuzdar,TQT-752,1069,Available
Balochistan,Khuzdar,NRN-423,3015,Available
Balochistan,Zhob,TMA-828,2216,Available
Balochistan,Loralai,RNE-368,1831,Available
Balochistan,Turbat,FKF-632,1127,Available
Balochistan,Sibi,MTN-351,1485,Available
Balochistan,Quetta,DDO-247,1660,Available
Balochistan,Zhob,KLH-122,2288,Available
Balochistan,Turbat,QQL-528,2547,Available
Balochistan,Khuzdar,CRI-575,3590,Available
Balochistan,Loralai,TDT-690,2515,Available
Balochistan,Loralai,HBP-891,3813,Available
Balochistan,Zhob,PKI-184,3227,Available
Balochistan,Loralai,SSE-702,3088,Available
Balochistan,Gwadar,TJK-802,3757,Available
Balochistan,Sibi,NQQ-138,1806,Available
Balochistan,Quetta,EJB-704,3687,Available
Balochistan,Gwadar,EOM-319,3970,Available
Balochistan,Gwadar,QBN-259,3966,Available
Balochistan,Quetta,ENS-576,3344,Available
Balochistan,Hub,PEN-550,2457,Available
Balochistan,Zhob,QHJ-900,2069,Available
Balochistan,Hub,GLG-234,1121,Available
Balochistan,Hub,CPH-778,3924,Available
Balochistan,Jacobabad,DNE-230,2165,Available
Balochistan,Khuzdar,FDF-850,2738,Available
Balochistan,Turbat,PSF-144,3604,Available
Balochistan,Loralai,NFM-680,3424,Available
Balochistan,Loralai,EGD-484,3729,Available
Balochistan,Hub,TJK-424,1803,Available
Balochistan,Quetta,LKR-971,2848,Available
Balochistan,Zhob,KQI-347,3980,Available
Balochistan,Zhob,HGN-211,1622,Available
Balochistan,Gwadar,JLI-213,1347,Available
Balochistan,Jacobabad,QIS-845,2967,Available
Balochistan,Hub,SDB-755,2511,Available
Balochistan,Quetta,KJH-877,2095,Available
Balochistan,Jacobabad,FHB-569,1309,Available
Balochistan,Hub,EJR-806,1111,Available
Balochistan,Jacobabad,MKH-560,2725,Available
Balochistan,Khuzdar,TDS-546,3741,Available
Balochistan,Sibi,POB-791,2524,Available
Balochistan,Loralai,EQC-639,3350,Available
Balochistan,Jacobabad,PES-708,1616,Available
Balochistan,Gwadar,IND-165,3068,Available
Balochistan,Jacobabad,MIL-123,2783,Available
Balochistan,Gwadar,JQM-851,3756,Available
Balochistan,Jacobabad,HQF-496,2958,Available
Balochistan,Zhob,HID-549,3899,Available
Balochistan,Turbat,LHL-369,1363,Available
Balochistan,Jacobabad,THC-700,1512,Available
Balochistan,Quetta,RDJ-157,1433,Available
Balochistan,Sibi,QTS-420,1782,Available
Balochistan,Quetta,DBT-344,3643,Available
Balochistan,Turbat,BBL-273,1261,Available
Balochistan,Gwadar,OOG-449,1163,Available
Balochistan,Khuzdar,FRO-668,2484,Available
Balochistan,Jacobabad,QQA-604,2763,Available
Balochistan,Loralai,IEE-194,1287,Available
Balochistan,Loralai,KTB-361,1103,Available
Balochistan,Jacobabad,HMT-932,2278,Available
Balochistan,Gwadar,JBK-765,1131,Available
Balochistan,Quetta,LMI-553,2207,Available
Balochistan,Jacobabad,GKJ-799,3964,Available
Balochistan,Gwadar,QLD-513,1530,Available
Balochistan,Quetta,ASP-871,1471,Available
Balochistan,Quetta,MLC-896,2989,Available
Balochistan,Hub,EBF-733,2147,Available
Balochistan,Loralai,BGM-875,2715,Available
Balochistan,Sibi,SQP-974,2800,Available
Balochistan,Turbat,HEF-872,1403,Available
Balochistan,Quetta,OMS-208,3851,Available
Balochistan,Quetta,IEN-173,1032,Available
Balochistan,Hub,GRE-289,3509,Available
Balochistan,Jacobabad,LPT-807,1677,Available
Balochistan,Loralai,TJC-975,2741,Available
Balochistan,Jacobabad,ARC-519,3470,Available
Balochistan,Hub,FND-288,2672,Available
Balochistan,Turbat,EPP-738,3349,Available
Balochistan,Jacobabad,CFN-365,1907,Available
Balochistan,Turbat,NAJ-702,3197,Available
Balochistan,Jacobabad,NJQ-385,3246,Available
Balochistan,Sibi,LON-546,3387,Available
Balochistan,Jacobabad,ELG-320,1049,Available
Balochistan,Khuzdar,ARK-374,1457,Available
Balochistan,Jacobabad,HMA-942,3686,Available
Balochistan,Gwadar,NPH-630,1545,Available
Balochistan,Khuzdar,HNN-371,1160,Available
Balochistan,Gwadar,LTG-271,2439,Available
Balochistan,Sibi,TBG-419,3373,Available
Balochistan,Gwadar,QHM-916,1851,Available
Balochistan,Zhob,GER-716,1253,Available
Balochistan,Loralai,HNN-420,1883,Available
Balochistan,Khuzdar,AFN-936,3079,Available
