Province,City,"Plate Number",Price,Status
Balochistan,Zhob,GMM-375,2981,Available
Balochistan,Jacobabad,OSE-662,2645,Available
Balochistan,Turbat,TJM-723,1269,Available
Balochistan,Sibi,JML-707,3936,Available
Balochistan,Khuzdar,IJF-496,3383,Available
Balochistan,Khuzdar,JPT-376,1045,Available
Balochistan,Khuzdar,QBQ-736,2236,Available
Balochistan,Zhob,QHH-842,2061,Available
Balochistan,Hub,QCJ-153,1905,Available
Balochistan,Jacobabad,GNP-142,2859,Available
Balochistan,Hub,AHR-355,3703,Available
Balochistan,Gwadar,LPH-731,2320,Available
Balochistan,Turbat,LKC-109,2108,Available
Balochistan,Gwadar,RLE-528,3138,Available
Balochistan,Khuzdar,PIS-125,1284,Available
Balochistan,Sibi,QST-574,3884,Available
Balochistan,Khuzdar,DHA-353,2118,Available
Balochistan,Khuzdar,TCB-448,2585,Available
Balochistan,Gwadar,GAE-183,2337,Available
Balochistan,Gwadar,SPA-863,3766,Available
Balochistan,Zhob,JAT-645,3820,Available
Balochistan,Sibi,JHM-668,2421,Available
Balochistan,Loralai,GMG-863,1366,Available
Balochistan,Jacobabad,TLD-797,3570,Available
Balochistan,Zhob,GFF-701,1473,Available
Balochistan,Hub,DRE-768,3348,Available
Balochistan,Hub,OMJ-957,3757,Available
Balochistan,Zhob,JNS-737,1958,Available
Balochistan,Zhob,TGC-865,3918,Available
Balochistan,Sibi,AII-852,2811,Available
Balochistan,Gwadar,DAA-132,1384,Available
Balochistan,Gwadar,LNN-359,2356,Available
Balochistan,Loralai,PTT-502,1715,Available
Balochistan,Sibi,TOS-130,2497,Available
Balochistan,Turbat,EJL-703,1922,Available
Balochistan,Turbat,DHS-746,1750,Available
Balochistan,Hub,MGR-138,2267,Available
Balochistan,Sibi,ADQ-315,3172,Available
Balochistan,Hub,HKD-241,1474,Available
Balochistan,Loralai,JPP-417,1585,Available
Balochistan,Hub,BNL-383,2521,Available
Balochistan,Zhob,CTC-692,3387,Available
Balochistan,Turbat,OEQ-422,1827,Available
Balochistan,Gwadar,FGB-837,3496,Available
Balochistan,Hub,OQT-147,2273,Available
Balochistan,Jacobabad,EAE-990,2431,Available
Balochistan,Quetta,QJM-206,3126,Available
Balochistan,Loralai,MBH-450,3234,Available
Balochistan,Khuzdar,LIS-804,1126,Available
Balochistan,Zhob,HKT-131,1974,Available
Balochistan,Hub,LFT-536,1016,Available
Balochistan,Turbat,HSC-505,3395,Available
Balochistan,Zhob,PJJ-189,1425,Available
Balochistan,Sibi,TGP-139,3303,Available
Balochistan,Khuzdar,AQC-364,2143,Available
Balochistan,Hub,TQN-331,1710,Available
Balochistan,Gwadar,CNT-502,1253,Available
Balochistan,Quetta,TJM-398,2299,Available
Balochistan,Loralai,NLQ-991,3009,Available
Balochistan,Loralai,CCH-762,2932,Available
Balochistan,Zhob,CQT-168,2199,Available
Balochistan,Khuzdar,AHO-219,2609,Available
Balochistan,Khuzdar,JJS-316,3654,Available
Balochistan,Hub,RHH-852,1483,Available
Balochistan,Gwadar,KGN-614,2534,Available
Balochistan,Zhob,CJQ-779,3647,Available
Balochistan,Turbat,MPM-445,1253,Available
Balochistan,Zhob,BSR-231,1952,Available
Balochistan,Turbat,DOE-121,2810,Available
Balochistan,Hub,GPG-256,3474,Available
Balochistan,Khuzdar,NBA-567,2584,Available
Balochistan,Zhob,QHF-193,1052,Available
Balochistan,Sibi,GCP-655,2418,Available
Balochistan,Jacobabad,IRI-968,3331,Available
Balochistan,Gwadar,MLL-495,1993,Available
Balochistan,Hub,IFQ-505,2310,Available
Balochistan,Loralai,OST-246,2072,Available
Balochistan,Quetta,MAE-680,3047,Available
Balochistan,Quetta,ANB-299,3678,Available
Balochistan,Zhob,NQK-663,3297,Available
Balochistan,Hub,QDL-367,3866,Available
Balochistan,Turbat,EQM-597,2371,Available
Balochistan,Jacobabad,TQF-993,3068,Available
Balochistan,Loralai,HRN-378,2245,Available
Balochistan,Gwadar,GPG-191,1628,Available
Balochistan,Hub,CNH-918,1686,Available
Balochistan,Loralai,AFF-812,2985,Available
Balochistan,Turbat,ONN-398,3387,Available
Balochistan,Gwadar,JLB-592,1853,Available
Balochistan,Jacobabad,OAJ-605,2748,Available
Balochistan,Turbat,GCD-390,2212,Available
Balochistan,Hub,AJA-872,3494,Available
Balochistan,Quetta,ADE-203,3718,Available
Balochistan,Hub,SOQ-783,1175,Available
Balochistan,Jacobabad,TIC-263,3736,Available
Balochistan,Zhob,NCA-808,1306,Available
Balochistan,Quetta,SJB-785,2715,Available
Balochistan,Gwadar,HKP-186,2768,Available
Balochistan,Zhob,LLS-613,1725,Available
Balochistan,Gwadar,KJQ-654,3506,Available
