Province,City,"Plate Number",Price,Status
Sindh,Larkana,UCX-978,3822,Available
Sindh,Hyderabad,ZGC-243,2052,Available
Sindh,Nawabshah,PUO-803,3436,Available
Sindh,Khairpur,IVE-293,1398,Available
Sindh,Karachi,FHI-502,2609,Available
Sindh,"Mirpur Khas",KCX-119,3742,Available
Sindh,Khairpur,MHO-846,3217,Available
Sindh,Thatta,XFY-388,2914,Available
Sindh,Thatta,JXW-681,2944,Available
Sindh,Nawabshah,QTY-263,1974,Available
Sindh,Thatta,IMB-851,2369,Available
Sindh,Hyderabad,PDF-828,4000,Available
Sindh,Karachi,ZTO-561,2222,Available
Sindh,Sukkur,YGI-405,3473,Available
Sindh,Karachi,YXY-976,2031,Available
Sindh,Sukkur,HYU-482,1708,Available
Sindh,Dadu,NUR-897,2751,Available
Sindh,Larkana,JAH-389,2061,Available
Sindh,Dadu,EXZ-253,3138,Available
Sindh,Khairpur,YHV-674,3575,Available
Sindh,Larkana,HSX-164,1076,Available
Sindh,Thatta,INI-445,1287,Available
Sindh,Hyderabad,PPD-156,1745,Available
Sindh,Thatta,MOW-248,3234,Available
Sindh,Sukkur,OSP-855,2395,Available
Sindh,Hyderabad,RGD-681,1976,Available
Sindh,Dadu,VEN-277,3510,Available
Sindh,Larkana,ZUK-121,1104,Available
Sindh,Nawabshah,GSS-833,1985,Available
Sindh,Karachi,LMA-907,2671,Available
Sindh,Khairpur,POV-446,1753,Available
Sindh,Larkana,FQM-801,1234,Available
Sindh,Karachi,KNF-880,2330,Available
Sindh,Nawabshah,BEB-313,1589,Available
Sindh,Larkana,VSI-341,1489,Available
Sindh,Khairpur,RJB-322,2177,Available
Sindh,Hyderabad,YDI-269,3820,Available
Sindh,Hyderabad,NUK-256,1661,Available
Sindh,Larkana,NOR-226,3019,Available
Sindh,Khairpur,YNQ-494,3269,Available
Sindh,Thatta,QUI-470,3531,Available
Sindh,Khairpur,IGO-960,1569,Available
Sindh,Khairpur,QJH-302,3616,Available
Sindh,"Mirpur Khas",WFR-691,2453,Available
Sindh,Larkana,WZQ-568,2007,Available
Sindh,Thatta,VJM-454,3569,Available
Sindh,Hyderabad,YYN-479,2380,Available
Sindh,Sukkur,XHW-560,2890,Available
Sindh,"Mirpur Khas",YME-482,1648,Available
Sindh,Sukkur,OSL-757,1789,Available
Sindh,Larkana,NGU-884,3524,Available
Sindh,"Mirpur Khas",IVX-536,3833,Available
Sindh,Thatta,MRT-816,1496,Available
Sindh,Dadu,HUM-429,3316,Available
Sindh,Karachi,IRM-100,2582,Available
Sindh,"Mirpur Khas",TQY-423,3248,Available
Sindh,"Mirpur Khas",GFG-132,1853,Available
Sindh,Thatta,EDT-942,2534,Available
Sindh,Karachi,IVT-929,2348,Available
Sindh,Thatta,PZM-392,2590,Available
Sindh,Dadu,LII-636,1262,Available
Sindh,Larkana,GUU-880,1424,Available
Sindh,Hyderabad,MJC-465,3494,Available
Sindh,Thatta,OOV-369,3636,Available
Sindh,Karachi,QDV-430,2800,Available
Sindh,Dadu,WZM-140,2925,Available
Sindh,Sukkur,ZGS-988,1895,Available
Sindh,"Mirpur Khas",IJQ-452,3871,Available
Sindh,Larkana,HDM-587,2372,Available
Sindh,Thatta,QQJ-115,2759,Available
Sindh,Hyderabad,MWM-229,1745,Available
Sindh,Karachi,NVC-609,1951,Available
Sindh,Karachi,GQI-463,1899,Available
Sindh,Hyderabad,CEP-497,2943,Available
Sindh,"Mirpur Khas",EGS-516,2872,Available
Sindh,Karachi,FWI-112,2721,Available
Sindh,Khairpur,EKB-556,2522,Available
Sindh,Sukkur,OWT-336,2050,Available
Sindh,Nawabshah,MWC-413,2918,Available
Sindh,Larkana,UXA-477,2773,Available
Sindh,Sukkur,ZJN-930,3492,Available
Sindh,Karachi,AEZ-268,1692,Available
Sindh,"Mirpur Khas",TFG-208,2720,Available
Sindh,Karachi,QVG-120,1784,Available
Sindh,Thatta,HIA-613,1550,Available
Sindh,Nawabshah,YXI-444,1085,Available
Sindh,Dadu,MTX-979,1905,Available
Sindh,Hyderabad,AJX-855,3613,Available
Sindh,"Mirpur Khas",ZPJ-335,3367,Available
Sindh,Thatta,KFI-962,3064,Available
Sindh,Larkana,SRQ-761,3857,Available
Sindh,Thatta,LRI-704,1380,Available
Sindh,Dadu,SVF-211,3946,Available
Sindh,"Mirpur Khas",YHF-480,1958,Available
Sindh,"Mirpur Khas",BDE-474,1457,Available
Sindh,Karachi,MNY-938,2069,Available
Sindh,Hyderabad,FEE-646,2504,Available
Sindh,Khairpur,TAQ-400,3088,Available
Sindh,Karachi,ERB-518,3128,Available
Sindh,Karachi,HIC-604,2661,Available
Sindh,Sukkur,ETO-633,1785,Available
Sindh,Nawabshah,SSO-115,2402,Available
Sindh,"Mirpur Khas",UXE-665,1055,Available
Sindh,Sukkur,JLJ-770,1935,Available
Sindh,Hyderabad,YIC-429,3596,Available
Sindh,Hyderabad,GDR-854,1366,Available
Sindh,Khairpur,QQC-410,3302,Available
Sindh,Thatta,FNT-613,1185,Available
Sindh,Khairpur,YLB-875,1133,Available
Sindh,Dadu,CMZ-352,2337,Available
Sindh,Nawabshah,CUQ-810,2562,Available
Sindh,Nawabshah,BBH-100,2355,Available
