Province,City,"Plate Number",Price,Status
Sindh,Nawabshah,PES-633,1478,Available
Sindh,Hyderabad,BBN-502,3258,Available
Sindh,Thatta,DEN-899,1547,Available
Sindh,Karachi,HOA-400,1870,Available
Sindh,Khairpur,GBW-757,3126,Available
Sindh,Dadu,PEU-872,2112,Available
Sindh,Larkana,HSU-421,2354,Available
Sindh,Karachi,SEK-672,1732,Available
Sindh,"Mirpur Khas",HRT-783,3077,Available
Sindh,Larkana,HKV-834,1033,Available
Sindh,Larkana,UKE-354,1402,Available
Sindh,Khairpur,NOM-149,2545,Available
Sindh,Khairpur,IST-284,3987,Available
Sindh,Larkana,VRO-411,1108,Available
Sindh,Nawabshah,OKN-238,1220,Available
Sindh,Dadu,QSK-997,3609,Available
Sindh,Larkana,EDS-172,3393,Available
Sindh,Larkana,CIQ-304,2553,Available
Sindh,Sukkur,GOS-172,3130,Available
Sindh,Karachi,GQA-120,2434,Available
Sindh,Karachi,SGZ-400,1305,Available
Sindh,Khairpur,GJN-977,3196,Available
Sindh,Dadu,MGN-574,1843,Available
Sindh,"Mirpur Khas",WVC-875,3891,Available
Sindh,"Mirpur Khas",COZ-834,2370,Available
Sindh,Sukkur,IHV-126,2458,Available
Sindh,Thatta,GHV-686,2161,Available
Sindh,Sukkur,DHF-359,2317,Available
Sindh,Nawabshah,DHS-114,2488,Available
Sindh,Karachi,FWB-525,3313,Available
Sindh,Khairpur,JEU-109,2039,Available
Sindh,Khairpur,OWI-365,1969,Available
Sindh,Dadu,LPA-290,1120,Available
Sindh,Sukkur,ZWI-363,1588,Available
Sindh,Nawabshah,QHO-596,1791,Available
Sindh,Larkana,MAX-123,2534,Available
Sindh,Thatta,GJV-845,3014,Available
Sindh,Hyderabad,QXI-596,1254,Available
Sindh,Thatta,ONR-677,2573,Available
Sindh,Dadu,IAG-797,2477,Available
Sindh,Thatta,BSQ-879,1276,Available
Sindh,Thatta,KGO-582,2530,Available
Sindh,Nawabshah,GZJ-888,3515,Available
Sindh,Hyderabad,OBX-344,1845,Available
Sindh,"Mirpur Khas",VFZ-524,1729,Available
Sindh,Karachi,WGT-691,2126,Available
Sindh,Hyderabad,GHT-114,3198,Available
Sindh,Larkana,NCP-899,1732,Available
Sindh,Sukkur,XVH-830,3432,Available
Sindh,Karachi,XTN-482,2988,Available
Sindh,Thatta,CMS-400,2221,Available
Sindh,Thatta,CON-716,1964,Available
Sindh,Thatta,BTC-802,1449,Available
Sindh,Sukkur,RME-440,3188,Available
Sindh,Nawabshah,UDN-937,3488,Available
Sindh,Khairpur,OSK-264,2348,Available
Sindh,Hyderabad,GWQ-659,1202,Available
Sindh,Khairpur,DPA-147,3222,Available
Sindh,Karachi,NQS-270,2287,Available
Sindh,Khairpur,ENT-611,1669,Available
Sindh,Dadu,OUF-220,1611,Available
Sindh,Khairpur,LIT-372,3306,Available
Sindh,Dadu,CVM-486,3344,Available
Sindh,Karachi,FKC-306,1369,Available
Sindh,Karachi,HSO-777,2913,Available
Sindh,"Mirpur Khas",JAG-412,2125,Available
Sindh,Nawabshah,EFG-259,3935,Available
Sindh,Larkana,ILZ-447,1386,Available
Sindh,Khairpur,FZM-942,1451,Available
Sindh,Karachi,FAK-277,3049,Available
Sindh,"Mirpur Khas",SLM-540,3715,Available
Sindh,Sukkur,TOD-601,1830,Available
Sindh,Sukkur,WBB-181,3111,Available
