Province,City,"Plate Number",Price,Status
Sindh,Dadu,GYZ-616,2356,Available
Sindh,Sukkur,AJP-956,1654,Available
Sindh,Khairpur,SOL-462,1105,Available
Sindh,Thatta,CEW-489,2858,Available
Sindh,Karachi,SHH-356,3589,Available
Sindh,Larkana,DHZ-763,1497,Available
Sindh,Nawabshah,WLN-454,3620,Available
Sindh,Karachi,KHV-631,1025,Available
Sindh,Karachi,LJH-532,1080,Available
Sindh,Hyderabad,JCW-149,2404,Available
Sindh,Thatta,QYX-582,3512,Available
Sindh,Larkana,MZX-612,1108,Available
Sindh,Hyderabad,XDW-622,3727,Available
Sindh,Dadu,XSU-597,1565,Available
Sindh,Karachi,XKS-656,2841,Available
Sindh,Hyderabad,EEE-791,3336,Available
Sindh,Nawabshah,KWY-945,1271,Available
Sindh,Thatta,TXT-181,3844,Available
Sindh,"Mirpur Khas",IBF-500,2039,Available
Sindh,Larkana,JFJ-896,2847,Available
Sindh,Nawabshah,YBN-545,2620,Available
Sindh,Sukkur,KDW-764,3895,Available
Sindh,Larkana,IEL-301,3546,Available
Sindh,Hyderabad,OVM-953,3856,Available
Sindh,Khairpur,ZOI-450,3018,Available
Sindh,Khairpur,ZAC-933,1249,Available
Sindh,Khairpur,IGL-244,2783,Available
Sindh,Dadu,XGG-263,2126,Available
Sindh,Hyderabad,EDQ-793,2548,Available
Sindh,Sukkur,CWR-563,1834,Available
Sindh,Hyderabad,HYQ-838,1697,Available
Sindh,Hyderabad,FWX-852,2750,Available
Sindh,"Mirpur Khas",ZEH-615,3418,Available
Sindh,Hyderabad,GDX-785,2827,Available
Sindh,Khairpur,JWR-464,2605,Available
Sindh,Thatta,JVC-462,1976,Available
Sindh,Larkana,FMI-351,2479,Available
Sindh,Karachi,TKW-329,2807,Available
Sindh,Khairpur,LKL-518,1779,Available
Sindh,Thatta,NIM-580,1143,Available
Sindh,Sukkur,NRM-791,1851,Available
Sindh,Karachi,WGT-456,2033,Available
Sindh,Hyderabad,JAQ-863,3134,Available
Sindh,Sukkur,COQ-997,2114,Available
Sindh,Hyderabad,EDY-288,2238,Available
Sindh,Nawabshah,UPB-465,2976,Available
Sindh,Khairpur,QDQ-623,3520,Available
Sindh,Sukkur,MAO-831,1124,Available
Sindh,Karachi,LXX-850,3679,Available
Sindh,Karachi,AUF-842,2538,Available
Sindh,Thatta,QJJ-338,2821,Available
Sindh,"Mirpur Khas",IUL-870,2844,Available
Sindh,"Mirpur Khas",EYA-331,3161,Available
Sindh,Karachi,FEB-261,3241,Available
Sindh,Larkana,OUZ-847,3072,Available
Sindh,"Mirpur Khas",AFB-375,2551,Available
Sindh,Larkana,RYL-127,1733,Available
Sindh,Karachi,QKT-578,2142,Available
Sindh,Nawabshah,MEV-606,1200,Available
Sindh,Larkana,LDZ-782,1633,Available
Sindh,Dadu,GVL-626,3391,Available
Sindh,"Mirpur Khas",SUD-876,2641,Available
Sindh,Dadu,UTZ-172,2626,Available
Sindh,Sukkur,ZZM-620,2325,Available
Sindh,Sukkur,MIM-491,3591,Available
Sindh,Larkana,SXR-547,3333,Available
Sindh,Thatta,BNC-615,1845,Available
Sindh,"Mirpur Khas",UHU-708,3872,Available
Sindh,"Mirpur Khas",WGO-995,2901,Available
Sindh,Sukkur,HOH-392,1962,Available
Sindh,Nawabshah,VJB-883,3735,Available
Sindh,Sukkur,AFH-968,1731,Available
Sindh,Khairpur,MCB-376,2448,Available
Sindh,"Mirpur Khas",GIZ-763,1086,Available
Sindh,Sukkur,CGK-944,2541,Available
Sindh,"Mirpur Khas",UQT-375,3128,Available
Sindh,Sukkur,JZG-717,1577,Available
Sindh,Dadu,LVU-474,2738,Available
Sindh,Sukkur,EIO-495,3690,Available
Sindh,Khairpur,TWH-192,2727,Available
Sindh,Sukkur,FQT-275,2984,Available
Sindh,Larkana,RJZ-674,2498,Available
Sindh,Karachi,BAG-558,1136,Available
Sindh,Nawabshah,TQZ-427,2940,Available
Sindh,Thatta,SSX-238,3061,Available
Sindh,Karachi,GOG-437,1087,Available
Sindh,Karachi,CZB-646,3095,Available
Sindh,Karachi,DHO-582,2292,Available
Sindh,Nawabshah,XAK-523,2051,Available
Sindh,Hyderabad,MLH-197,3790,Available
Sindh,Dadu,ZVK-911,1666,Available
Sindh,Thatta,NPV-187,2237,Available
Sindh,Thatta,UYP-576,2661,Available
Sindh,Karachi,IOD-646,3877,Available
Sindh,Karachi,ZKO-165,2550,Available
Sindh,Nawabshah,IWH-126,1768,Available
Sindh,Khairpur,GLM-182,1987,Available
Sindh,Sukkur,DDJ-367,2078,Available
Sindh,Dadu,MXI-962,1237,Available
Sindh,Karachi,IXA-100,1039,Available
Sindh,Larkana,DVJ-231,1985,Available
Sindh,Karachi,EJJ-401,2414,Available
Sindh,Sukkur,PJP-226,3398,Available
Sindh,Nawabshah,OQT-103,2607,Available
Sindh,Karachi,XIX-675,3849,Available
Sindh,Karachi,HKL-601,1073,Available
Sindh,Hyderabad,HAD-911,2436,Available
Sindh,"Mirpur Khas",LEP-552,2891,Available
Sindh,Thatta,PNP-109,3844,Available
Sindh,Thatta,JBX-291,3750,Available
Sindh,Larkana,OBA-635,2501,Available
Sindh,Thatta,VCA-776,2405,Available
Sindh,Khairpur,HQO-813,1600,Available
Sindh,Nawabshah,YLN-627,2953,Available
Sindh,Thatta,HMD-529,2066,Available
Sindh,Nawabshah,YLQ-388,2969,Available
Sindh,"Mirpur Khas",JKE-362,3621,Available
