Province,City,"Plate Number",Price,Status
Sindh,Karachi,YNZ-977,1244,Available
Sindh,Sukkur,XSM-379,1739,Available
Sindh,Karachi,FOJ-422,2809,Available
Sindh,Dadu,DLY-573,3817,Available
Sindh,Thatta,AJV-944,3267,Available
Sindh,Nawabshah,HEL-365,1039,Available
Sindh,Karachi,MYI-842,3393,Available
Sindh,Sukkur,TGX-220,1034,Available
Sindh,Sukkur,WLZ-471,1876,Available
Sindh,Khairpur,NQN-313,3387,Available
Sindh,Karachi,FGC-740,3339,Available
Sindh,Karachi,PZG-492,1864,Available
Sindh,"Mirpur Khas",VNM-681,1339,Available
Sindh,Karachi,TOR-238,2515,Available
Sindh,Larkana,AXC-946,3517,Available
Sindh,Karachi,IUA-472,2479,Available
Sindh,Larkana,TEA-325,1291,Available
Sindh,Nawabshah,SRN-860,3395,Available
Sindh,Dadu,JND-950,2933,Available
Sindh,Hyderabad,BRL-561,3128,Available
Sindh,Karachi,ICY-647,1448,Available
Sindh,Sukkur,ASB-164,3142,Available
Sindh,Sukkur,JHV-285,3895,Available
Sindh,Larkana,UCF-253,1642,Available
Sindh,Nawabshah,SXV-887,2317,Available
Sindh,Karachi,ANA-858,3964,Available
Sindh,Karachi,HEC-341,1567,Available
Sindh,Dadu,HTM-976,3133,Available
Sindh,Khairpur,WHQ-191,3827,Available
Sindh,Hyderabad,ADG-430,1896,Available
Sindh,Hyderabad,CQJ-845,3098,Available
Sindh,Larkana,XAP-559,1295,Available
Sindh,Sukkur,ABE-285,3410,Available
Sindh,Karachi,KNT-579,2008,Available
Sindh,Larkana,BQC-691,2878,Available
Sindh,Sukkur,WOC-444,2013,Available
Sindh,Khairpur,RDO-145,1777,Available
Sindh,Khairpur,YPB-976,2896,Available
Sindh,"Mirpur Khas",CEH-355,2609,Available
Sindh,"Mirpur Khas",RQY-812,1513,Available
Sindh,Sukkur,DUS-455,3537,Available
Sindh,Dadu,BLD-310,1653,Available
Sindh,Dadu,AXV-618,3045,Available
Sindh,Karachi,SQZ-254,2915,Available
Sindh,Khairpur,LAM-276,1321,Available
Sindh,Khairpur,KUD-362,2766,Available
Sindh,"Mirpur Khas",WIX-748,1348,Available
Sindh,Karachi,VFN-101,1194,Available
Sindh,"Mirpur Khas",ZYK-935,1058,Available
Sindh,Khairpur,WSW-282,3202,Available
Sindh,Larkana,SUC-123,3336,Available
Sindh,Thatta,KAE-272,2422,Available
Sindh,Thatta,MEC-429,1090,Available
Sindh,Nawabshah,WYP-549,2925,Available
Sindh,"Mirpur Khas",HDD-173,3099,Available
Sindh,Nawabshah,LRX-962,2451,Available
Sindh,Hyderabad,MGA-611,2169,Available
Sindh,Hyderabad,NBW-876,1906,Available
Sindh,Nawabshah,LVW-109,2109,Available
Sindh,Sukkur,IHV-762,3420,Available
Sindh,Karachi,KTE-656,3591,Available
Sindh,Dadu,AMH-403,2986,Available
Sindh,"Mirpur Khas",QOY-542,1555,Available
Sindh,Khairpur,MFU-361,1934,Available
Sindh,Thatta,BVD-248,3193,Available
Sindh,Karachi,PDW-171,1722,Available
Sindh,Larkana,IBZ-539,1141,Available
Sindh,Larkana,FVR-344,2312,Available
