Province,City,"Plate Number",Price,Status
Sindh,Hyderabad,MCK-622,3951,Available
Sindh,Dadu,WMH-362,1324,Available
Sindh,Larkana,TUH-823,2425,Available
Sindh,Sukkur,ZEU-594,1811,Available
Sindh,Sukkur,JAR-773,1874,Available
Sindh,Hyderabad,ACV-867,2166,Available
Sindh,Thatta,PJN-798,1660,Available
Sindh,Nawabshah,XJQ-742,1596,Available
Sindh,Thatta,PJP-540,3901,Available
Sindh,Nawabshah,JVL-532,3468,Available
Sindh,Thatta,FVN-845,2361,Available
Sindh,Khairpur,FXZ-318,1743,Available
Sindh,Larkana,ELD-426,2500,Available
Sindh,Khairpur,UTM-422,2002,Available
Sindh,"Mirpur Khas",RPU-133,1303,Available
Sindh,Hyderabad,HPT-537,2054,Available
Sindh,Karachi,QGD-749,3063,Available
Sindh,Hyderabad,UFN-619,1326,Available
Sindh,Nawabshah,OWN-263,1006,Available
Sindh,Larkana,XJE-264,3219,Available
Sindh,"Mirpur Khas",UBI-838,1420,Available
Sindh,Thatta,FMI-315,2931,Available
Sindh,Thatta,NHO-934,3894,Available
Sindh,Thatta,DPL-831,2542,Available
Sindh,Nawabshah,RFQ-377,3870,Available
Sindh,Karachi,AHL-278,1305,Available
Sindh,"Mirpur Khas",IYA-776,1391,Available
Sindh,Nawabshah,WOK-567,2266,Available
Sindh,Hyderabad,HKA-111,1571,Available
Sindh,Nawabshah,NVJ-402,1090,Available
Sindh,Hyderabad,YKQ-852,3004,Available
Sindh,Larkana,SES-950,3451,Available
Sindh,Dadu,DUG-674,1215,Available
Sindh,Dadu,VRS-126,3668,Available
Sindh,Khairpur,AWV-895,3601,Available
Sindh,Khairpur,XAD-912,3702,Available
Sindh,"Mirpur Khas",YJL-144,3826,Available
Sindh,Karachi,ONN-331,2005,Available
Sindh,Sukkur,YIO-754,1602,Available
Sindh,Larkana,LIP-613,2210,Available
Sindh,Dadu,WCY-354,3995,Available
Sindh,Dadu,UJW-353,1948,Available
Sindh,Larkana,FPC-404,2145,Available
Sindh,Larkana,BUC-610,3520,Available
Sindh,"Mirpur Khas",PPK-818,1371,Available
Sindh,Thatta,ZYH-343,1606,Available
Sindh,"Mirpur Khas",QLU-567,2011,Available
Sindh,Dadu,LFH-475,3913,Available
Sindh,Sukkur,UAP-354,1129,Available
Sindh,Dadu,JTB-406,2529,Available
Sindh,Khairpur,CFH-328,2070,Available
Sindh,Nawabshah,EMA-936,2213,Available
Sindh,Nawabshah,PNN-829,1143,Available
Sindh,Dadu,XKO-133,2202,Available
Sindh,Khairpur,EKM-530,3969,Available
Sindh,Nawabshah,TCO-946,1791,Available
Sindh,Larkana,FOG-631,1992,Available
Sindh,Nawabshah,SQU-371,3477,Available
Sindh,Khairpur,PUO-145,2349,Available
Sindh,Thatta,IIX-696,3265,Available
Sindh,Thatta,AIA-301,3674,Available
Sindh,Nawabshah,GJR-827,3224,Available
Sindh,Hyderabad,IPG-120,3636,Available
Sindh,Khairpur,SRA-346,3218,Available
Sindh,Khairpur,KFC-102,2690,Available
Sindh,Hyderabad,LFB-788,3545,Available
Sindh,Larkana,DSD-295,1433,Available
Sindh,Karachi,VNN-647,1006,Available
Sindh,Larkana,ZNH-592,3911,Available
Sindh,Khairpur,UXH-853,1118,Available
Sindh,"Mirpur Khas",PRM-954,2171,Available
Sindh,Dadu,MPP-582,3756,Available
Sindh,Dadu,KIC-405,3392,Available
Sindh,Khairpur,TQV-161,2930,Available
Sindh,Hyderabad,SNK-327,3627,Available
Sindh,Sukkur,AYZ-520,3441,Available
Sindh,Thatta,KOI-107,1377,Available
Sindh,Thatta,ZLA-770,3141,Available
Sindh,Larkana,ABI-635,3195,Available
Sindh,Sukkur,CFQ-928,1762,Available
Sindh,"Mirpur Khas",FAV-928,2219,Available
Sindh,Hyderabad,JII-574,3669,Available
Sindh,Larkana,IBL-515,1850,Available
Sindh,Nawabshah,DQC-400,1010,Available
Sindh,Thatta,VDP-771,2215,Available
Sindh,Dadu,QKI-898,1898,Available
Sindh,Khairpur,SPY-103,1848,Available
Sindh,Larkana,HHF-584,1581,Available
Sindh,Larkana,JBY-315,1137,Available
Sindh,Hyderabad,JWH-689,2944,Available
Sindh,Dadu,TPI-619,2357,Available
Sindh,Thatta,ITP-124,1638,Available
Sindh,Sukkur,PUO-249,3700,Available
Sindh,Nawabshah,IBO-805,3009,Available
Sindh,Khairpur,ADC-699,3882,Available
Sindh,Karachi,EUQ-708,2069,Available
Sindh,"Mirpur Khas",PHF-273,2691,Available
Sindh,Dadu,RLW-226,2259,Available
Sindh,Hyderabad,HDH-971,1705,Available
Sindh,"Mirpur Khas",ACS-981,1032,Available
Sindh,Dadu,JSB-977,1735,Available
Sindh,"Mirpur Khas",ISI-798,3317,Available
Sindh,Larkana,GLH-492,1596,Available
Sindh,Hyderabad,SJU-138,3346,Available
Sindh,"Mirpur Khas",ONO-797,3032,Available
Sindh,Sukkur,EEX-300,2999,Available
Sindh,Khairpur,PKH-302,2118,Available
