Province,City,"Plate Number",Price,Status
Sindh,Thatta,EMK-451,3365,Available
Sindh,Thatta,UZR-355,3291,Available
Sindh,Hyderabad,QPH-783,2604,Available
Sindh,Larkana,LBJ-658,1488,Available
Sindh,Karachi,YIM-552,1005,Available
Punjab,Multan,JIL-117,1559,Available
Punjab,Lahore,LBM-149,3607,Available
Punjab,Rawalpindi,ICM-436,3315,Available
Punjab,Faisalabad,SMT-727,2810,Available
Punjab,Sahiwal,JPK-961,1396,Available
Balochistan,Gwadar,ZEB-326,2876,Available
Balochistan,Jacobabad,OLK-799,2464,Available
Balochistan,Hub,AWP-740,3960,Available
Balochistan,Sibi,MKC-616,3681,Available
Balochistan,Gwadar,FXU-441,2210,Available
KPK,Abbottabad,EXL-324,1535,Available
KPK,Swat,ASV-440,3454,Available
KPK,Mardan,VMN-874,3217,Available
KPK,Charsadda,CKB-825,1365,Available
KPK,Charsadda,SHO-145,1383,Available
