Province,City,"Plate Number",Price,Status
Sindh,Hyderabad,QOU-125,2962,Available
Sindh,Khairpur,PCM-977,3969,Available
Sindh,Hyderabad,DMC-147,2461,Available
Sindh,Karachi,JPA-918,2633,Available
Sindh,Sukkur,YXV-732,1362,Available
Sindh,Hyderabad,QST-334,1692,Available
Sindh,Thatta,QNG-330,2990,Available
Sindh,Larkana,YBJ-234,2239,Available
Sindh,Sukkur,LFO-501,2209,Available
Sindh,Karachi,IJK-106,2539,Available
Sindh,"Mirpur Khas",ZEH-406,3360,Available
Sindh,"Mirpur Khas",MKR-690,1841,Available
Sindh,"Mirpur Khas",XLM-435,3487,Available
Sindh,Dadu,JPH-484,3661,Available
Sindh,Dadu,RQO-415,2827,Available
Sindh,Larkana,TBK-288,2317,Available
Sindh,Sukkur,YYG-157,3271,Available
Sindh,Karachi,DPT-700,2688,Available
Sindh,Sukkur,UBM-363,2913,Available
Sindh,"Mirpur Khas",XQF-643,2264,Available
Sindh,Hyderabad,FHY-992,3324,Available
Sindh,Nawabshah,AIO-342,3557,Available
Sindh,Karachi,AKG-892,2054,Available
Sindh,Larkana,ILD-944,1643,Available
Sindh,Khairpur,FTO-585,3882,Available
Sindh,"Mirpur Khas",XQH-492,2092,Available
Sindh,Nawabshah,VAD-582,1772,Available
Sindh,Hyderabad,DRQ-250,3871,Available
Sindh,Larkana,JHH-652,2129,Available
Sindh,Dadu,ZKV-143,2297,Available
Sindh,"Mirpur Khas",ENZ-636,2835,Available
Sindh,Hyderabad,SBB-487,3769,Available
Sindh,Larkana,PTU-191,1761,Available
Sindh,Sukkur,OAK-206,1867,Available
Sindh,Dadu,NGY-382,1399,Available
Sindh,Dadu,ISK-936,2769,Available
Sindh,Thatta,KHT-849,2055,Available
Sindh,Larkana,BOI-270,1146,Available
Sindh,Larkana,OBB-600,1977,Available
Sindh,Karachi,JMR-738,2456,Available
Sindh,"Mirpur Khas",UKJ-922,1756,Available
Sindh,Nawabshah,VNK-567,3097,Available
Sindh,Sukkur,BDU-530,2311,Available
Sindh,Hyderabad,UTH-303,3112,Available
Sindh,Hyderabad,EUS-656,1104,Available
Sindh,Larkana,ZVP-456,3739,Available
Sindh,Nawabshah,LJE-124,3484,Available
Sindh,Dadu,EQG-365,3489,Available
Sindh,Dadu,TUI-515,2352,Available
Sindh,Larkana,YJS-528,1330,Available
Sindh,Karachi,ZTF-476,1201,Available
Sindh,Nawabshah,VFL-866,3330,Available
Sindh,Sukkur,TBU-371,3354,Available
Sindh,Karachi,YXY-959,3670,Available
Sindh,Dadu,ZME-399,2099,Available
Sindh,Nawabshah,XNV-930,2799,Available
Sindh,"Mirpur Khas",XGS-863,1643,Available
Sindh,Thatta,JMM-665,1908,Available
Sindh,Larkana,ORH-171,3507,Available
Sindh,"Mirpur Khas",IDU-827,1706,Available
Sindh,"Mirpur Khas",IOD-136,2946,Available
Sindh,Khairpur,SQR-326,3878,Available
